obs_id,individual_id,group_id,obs_date,year,month,season,session_duration_min,foraging_rate_pct,agonistic_events,affiliation_events,nearest_neighbour_dist_m,observer_id
4547,226,6,2012-10-01,2012,10,wet,54,70.6,0,2,13.7,OBS_06
4548,226,6,2012-12-22,2012,12,dry,68,57.2,0,3,2.4,OBS_03
4549,342,9,2023-07-10,2023,7,dry,40,40.1,2,0,9.4,OBS_02
4550,342,9,2023-07-03,2023,7,dry,49,31.1,1,1,18.2,OBS_02
4551,342,9,2023-08-04,2023,8,dry,46,33.5,3,0,16.3,OBS_02
4552,342,9,2023-11-18,2023,11,wet,52,43.2,4,4,3.3,OBS_01
4553,342,9,2023-10-31,2023,10,wet,56,48.4,0,0,9.0,OBS_05
4554,342,9,2023-11-09,2023,11,wet,53,48.1,1,2,6.3,OBS_02
4555,285,7,2020-04-19,2020,4,wet,31,45.3,0,4,0.4,OBS_03
4556,285,7,2020-05-22,2020,5,wet,55,47.0,1,3,6.4,OBS_06
4557,285,7,2020-02-05,2020,2,dry,64,33.1,0,2,11.9,OBS_05
4558,285,7,2020-08-27,2020,8,dry,27,40.1,1,3,8.7,OBS_02
4559,285,7,2020-05-17,2020,5,wet,77,45.0,1,2,7.3,OBS_03
4560,285,7,2020-08-06,2020,8,dry,53,50.1,0,3,2.6,OBS_02
4561,108,3,2015-02-05,2015,2,dry,47,35.9,0,4,6.7,OBS_01
4562,108,3,2015-07-23,2015,7,dry,63,32.1,0,3,6.0,OBS_04
4563,108,3,2015-12-18,2015,12,dry,53,29.8,1,3,7.2,OBS_02
4564,69,2,2017-09-02,2017,9,wet,53,41.5,0,4,7.4,OBS_04
4565,69,2,2017-03-26,2017,3,wet,46,48.5,0,4,16.3,OBS_06
4566,69,2,2017-08-20,2017,8,dry,52,41.5,1,4,2.8,OBS_05
4567,69,2,2017-07-06,2017,7,dry,86,42.1,2,0,7.3,OBS_05
4568,69,2,2017-06-28,2017,6,dry,63,28.6,0,4,0.1,OBS_01
4569,154,5,2014-07-21,2014,7,dry,74,20.0,0,3,8.8,OBS_04
4570,154,5,2014-05-18,2014,5,wet,66,25.3,0,2,0.4,OBS_06
4571,154,5,2014-12-06,2014,12,dry,56,20.6,1,2,7.4,OBS_05
4572,154,5,2014-03-14,2014,3,wet,54,25.7,0,5,0.4,OBS_06
4573,154,5,2014-08-24,2014,8,dry,63,17.1,2,3,1.6,OBS_06
4574,154,5,2014-02-16,2014,2,dry,64,14.2,2,0,1.2,OBS_07
4575,356,9,2018-09-24,2018,9,wet,74,39.5,1,5,18.8,OBS_05
4576,356,9,2018-09-02,2018,9,wet,64,37.1,0,2,6.4,OBS_01
4577,356,9,2018-06-01,2018,6,dry,32,30.8,0,2,8.0,OBS_05
4578,356,9,2018-03-05,2018,3,wet,56,39.3,1,2,14.9,OBS_01
4579,255,6,2019-11-25,2019,11,wet,30,53.6,2,0,8.6,OBS_02
4580,255,6,2019-02-21,2019,2,dry,51,44.6,0,3,1.3,OBS_03
4581,255,6,2019-12-25,2019,12,dry,60,41.5,2,2,0.8,OBS_01
4582,255,6,2019-07-21,2019,7,dry,59,40.6,3,0,2.5,OBS_02
4583,255,6,2019-12-06,2019,12,dry,62,41.2,1,1,2.1,OBS_06
4584,255,6,2019-01-04,2019,1,dry,72,42.0,3,1,17.1,OBS_03
4585,15,1,2018-06-30,2018,6,dry,55,51.5,0,4,9.4,OBS_06
4586,15,1,2018-04-13,2018,4,wet,61,50.3,0,3,19.3,OBS_05
4587,15,1,2018-10-08,2018,10,wet,51,46.9,1,3,9.9,OBS_01
4588,15,1,2018-02-17,2018,2,dry,53,39.5,0,5,1.5,OBS_06
4589,15,1,2018-03-28,2018,3,wet,40,51.4,1,1,5.3,OBS_03
4590,15,1,2018-04-06,2018,4,wet,21,61.9,0,5,5.5,OBS_03
4591,395,10,2021-04-25,2021,4,wet,61,56.0,1,4,1.5,OBS_03
4592,395,10,2021-11-15,2021,11,wet,80,53.4,1,2,1.0,OBS_07
4593,395,10,2021-05-29,2021,5,wet,52,56.3,0,3,3.4,OBS_02
4594,395,10,2021-03-16,2021,3,wet,44,50.9,2,3,7.1,OBS_06
4595,395,10,2021-08-19,2021,8,dry,60,41.8,1,7,4.4,OBS_06
4596,395,10,2021-09-30,2021,9,wet,52,52.7,1,6,3.4,OBS_04
4597,72,2,2012-01-25,2012,1,dry,60,45.6,2,1,5.3,OBS_06
4598,72,2,2012-06-22,2012,6,dry,48,47.5,1,1,0.3,OBS_03
4599,72,2,2012-06-27,2012,6,dry,61,43.5,0,2,17.8,OBS_04
4600,72,2,2012-06-18,2012,6,dry,46,43.0,1,0,22.7,OBS_04
4601,72,2,2012-06-27,2012,6,dry,60,49.2,2,0,1.1,OBS_06
4602,483,12,2022-11-27,2022,11,wet,67,31.6,2,0,6.3,OBS_04
4603,483,12,2022-10-22,2022,10,wet,55,34.6,1,0,13.5,OBS_02
4604,483,12,2022-01-14,2022,1,dry,54,21.1,3,1,3.7,OBS_05
4605,483,12,2022-09-05,2022,9,wet,61,36.9,1,0,51.1,OBS_02
4606,483,12,2022-02-14,2022,2,dry,53,23.2,1,0,5.1,OBS_02
4607,483,12,2022-06-05,2022,6,dry,64,19.7,1,1,5.4,OBS_05
4608,404,10,2022-04-19,2022,4,wet,64,43.7,1,4,2.2,OBS_02
4609,404,10,2022-09-20,2022,9,wet,52,46.8,0,3,11.8,OBS_07
4610,404,10,2022-07-31,2022,7,dry,58,45.1,0,4,2.2,OBS_02
4611,22,1,2019-06-19,2019,6,dry,60,31.1,0,4,5.0,OBS_02
4612,22,1,2019-04-19,2019,4,wet,69,37.7,0,2,14.8,OBS_07
4613,22,1,2019-12-13,2019,12,dry,54,33.1,1,2,31.6,OBS_05
4614,475,12,2022-04-29,2022,4,wet,53,35.6,1,2,16.9,OBS_05
4615,475,12,2022-01-03,2022,1,dry,41,24.6,0,1,5.2,OBS_04
4616,475,12,2022-10-28,2022,10,wet,36,51.3,1,0,15.6,OBS_01
4617,475,12,2022-07-19,2022,7,dry,45,32.5,0,0,2.7,OBS_05
4618,1,1,2023-08-22,2023,8,dry,40,40.9,2,1,11.2,OBS_03
4619,1,1,2023-06-14,2023,6,dry,66,42.9,3,2,28.0,OBS_04
4620,1,1,2023-08-21,2023,8,dry,43,38.1,1,2,1.3,OBS_01
4621,67,2,2023-08-30,2023,8,dry,64,41.6,3,0,22.4,OBS_07
4622,67,2,2023-06-07,2023,6,dry,57,41.5,0,2,4.7,OBS_04
4623,67,2,2023-03-27,2023,3,wet,49,53.9,4,0,5.0,OBS_02
4624,67,2,2023-02-09,2023,2,dry,59,38.6,1,0,9.9,OBS_06
4625,67,2,2023-08-11,2023,8,dry,62,41.0,2,1,11.4,OBS_04
4626,67,2,2023-08-23,2023,8,dry,57,48.7,2,0,0.5,OBS_06
4627,319,9,2015-04-25,2015,4,wet,23,51.9,0,3,3.8,OBS_07
4628,319,9,2015-06-13,2015,6,dry,55,40.8,0,1,0.7,OBS_07
4629,319,9,2015-11-27,2015,11,wet,43,43.0,0,5,7.4,OBS_04
4630,319,9,2015-02-02,2015,2,dry,27,27.5,1,1,0.4,OBS_05
4631,319,9,2015-01-06,2015,1,dry,49,36.3,0,2,3.8,OBS_02
4632,319,9,2015-02-01,2015,2,dry,46,30.1,0,3,0.3,OBS_03
4633,226,6,2018-07-11,2018,7,dry,32,42.3,0,3,4.1,OBS_02
4634,226,6,2018-02-28,2018,2,dry,59,43.3,0,1,1.7,OBS_04
4635,226,6,2018-04-27,2018,4,wet,31,41.3,1,4,17.6,OBS_03
4636,226,6,2018-09-02,2018,9,wet,50,59.7,0,5,5.4,OBS_02
4637,226,6,2018-12-25,2018,12,dry,64,42.0,0,5,0.7,OBS_05
4638,324,9,2021-05-20,2021,5,wet,57,64.8,0,0,15.0,OBS_05
4639,324,9,2021-02-19,2021,2,dry,61,51.3,2,3,1.7,OBS_02
4640,324,9,2021-03-12,2021,3,wet,60,57.9,2,1,6.1,OBS_02
4641,324,9,2021-04-24,2021,4,wet,42,57.9,1,3,6.5,OBS_01
4642,324,9,2021-05-06,2021,5,wet,35,61.1,1,0,4.2,OBS_03
4643,324,9,2021-05-06,2021,5,wet,40,54.9,4,4,6.7,OBS_06
4644,455,12,2016-08-15,2016,8,dry,55,43.5,1,4,2.3,OBS_02
4645,455,12,2016-08-30,2016,8,dry,57,37.0,0,3,3.3,OBS_07
4646,455,12,2016-07-25,2016,7,dry,41,40.2,0,0,24.1,OBS_01
4647,455,12,2016-05-23,2016,5,wet,62,41.9,0,4,19.5,OBS_07
4648,455,12,2016-11-08,2016,11,wet,57,45.9,2,3,17.7,OBS_04
4649,456,12,2016-11-15,2016,11,wet,25,48.2,1,0,0.7,OBS_04
4650,456,12,2016-08-05,2016,8,dry,68,39.4,3,3,10.9,OBS_02
4651,456,12,2016-07-03,2016,7,dry,43,30.2,2,0,2.5,OBS_02
4652,456,12,2016-01-20,2016,1,dry,54,21.1,0,0,1.1,OBS_03
4653,456,12,2016-12-10,2016,12,dry,52,31.9,3,0,7.1,OBS_03
4654,319,9,2014-10-11,2014,10,wet,58,48.5,0,3,20.5,OBS_03
4655,319,9,2014-03-21,2014,3,wet,72,43.4,1,1,2.5,OBS_05
4656,319,9,2014-11-12,2014,11,wet,63,33.2,0,0,1.9,OBS_07
4657,319,9,2014-03-19,2014,3,wet,48,41.3,1,1,17.0,OBS_02
4658,319,9,2014-01-05,2014,1,dry,27,28.7,2,0,18.2,OBS_06
4659,420,11,2014-11-09,2014,11,wet,44,44.0,3,1,5.3,OBS_01
4660,420,11,2014-11-09,2014,11,wet,42,45.2,1,2,4.1,OBS_05
4661,420,11,2014-05-07,2014,5,wet,52,53.5,1,0,6.2,OBS_04
4662,420,11,2014-09-14,2014,9,wet,76,49.5,1,0,14.6,OBS_03
4663,420,11,2014-08-20,2014,8,dry,53,40.6,0,2,34.4,OBS_02
4664,337,9,2014-03-30,2014,3,wet,64,40.3,0,2,2.9,OBS_03
4665,337,9,2014-10-09,2014,10,wet,74,46.3,2,4,21.7,OBS_01
4666,337,9,2014-12-19,2014,12,dry,65,36.1,0,1,2.3,OBS_06
4667,346,9,2017-07-01,2017,7,dry,78,36.5,0,4,1.2,OBS_03
4668,346,9,2017-11-20,2017,11,wet,62,47.1,1,2,0.2,OBS_01
4669,346,9,2017-08-19,2017,8,dry,76,28.7,0,1,16.1,OBS_04
4670,346,9,2017-11-26,2017,11,wet,52,46.5,0,2,4.7,OBS_06
4671,346,9,2017-01-23,2017,1,dry,55,33.2,2,5,11.1,OBS_05
4672,346,9,2017-12-22,2017,12,dry,41,21.3,0,1,8.9,OBS_07
4673,218,6,2019-11-15,2019,11,wet,41,53.0,1,2,14.5,OBS_03
4674,218,6,2019-07-16,2019,7,dry,61,47.8,0,3,7.8,OBS_03
4675,218,6,2019-07-23,2019,7,dry,81,38.1,0,4,0.8,OBS_02
4676,218,6,2019-11-18,2019,11,wet,55,55.5,0,4,9.0,OBS_02
4677,166,5,2016-12-04,2016,12,dry,71,39.7,1,1,1.0,OBS_02
4678,166,5,2016-11-09,2016,11,wet,50,49.1,1,3,1.7,OBS_01
4679,166,5,2016-07-18,2016,7,dry,49,43.6,0,2,13.1,OBS_06
4680,166,5,2016-02-02,2016,2,dry,44,40.4,0,3,25.8,OBS_07
4681,166,5,2016-03-09,2016,3,wet,50,51.0,0,2,3.0,OBS_04
4682,281,7,2019-01-31,2019,1,dry,45,41.9,0,2,38.0,OBS_04
4683,281,7,2019-04-15,2019,4,wet,58,58.6,0,3,2.8,OBS_07
4684,281,7,2019-06-27,2019,6,dry,61,44.2,0,0,15.1,OBS_05
4685,281,7,2019-05-18,2019,5,wet,51,52.1,0,3,3.0,OBS_07
4686,281,7,2019-11-13,2019,11,wet,46,59.7,2,4,11.2,OBS_06
4687,72,2,2013-10-15,2013,10,wet,56,43.6,0,3,2.3,OBS_07
4688,72,2,2013-09-13,2013,9,wet,62,49.3,1,1,2.3,OBS_05
4689,72,2,2013-07-15,2013,7,dry,63,36.4,0,1,1.3,OBS_01
4690,72,2,2013-01-24,2013,1,dry,43,33.8,2,0,15.0,OBS_06
4691,8,1,2010-12-03,2010,12,dry,66,44.2,0,2,5.4,OBS_04
4692,8,1,2010-05-05,2010,5,wet,44,51.7,0,3,7.4,OBS_05
4693,8,1,2010-03-13,2010,3,wet,69,41.1,0,2,4.7,OBS_03
4694,388,10,2014-03-01,2014,3,wet,68,53.0,1,6,9.6,OBS_03
4695,388,10,2014-06-15,2014,6,dry,51,43.7,0,1,20.0,OBS_01
4696,388,10,2014-07-16,2014,7,dry,47,41.6,0,2,0.6,OBS_05
4697,388,10,2014-03-20,2014,3,wet,61,49.6,0,3,21.5,OBS_06
4698,388,10,2014-05-10,2014,5,wet,57,63.5,0,5,3.4,OBS_04
4699,317,9,2014-03-14,2014,3,wet,37,48.1,2,5,2.4,OBS_03
4700,317,9,2014-10-07,2014,10,wet,49,39.1,1,6,7.6,OBS_02
4701,317,9,2014-07-12,2014,7,dry,54,44.3,0,1,2.0,OBS_05
4702,317,9,2014-12-20,2014,12,dry,71,37.2,0,2,11.3,OBS_07
4703,397,10,2019-09-24,2019,9,wet,44,59.0,1,2,9.2,OBS_06
4704,397,10,2019-08-20,2019,8,dry,47,62.7,3,1,14.9,OBS_03
4705,397,10,2019-08-28,2019,8,dry,65,51.7,1,0,0.5,OBS_05
4706,397,10,2019-01-04,2019,1,dry,88,51.6,0,1,5.6,OBS_02
4707,368,9,2023-02-04,2023,2,dry,59,19.1,2,0,19.1,OBS_02
4708,368,9,2023-08-27,2023,8,dry,42,28.0,2,2,2.4,OBS_02
4709,368,9,2023-12-17,2023,12,dry,49,24.8,2,0,0.2,OBS_06
4710,398,10,2020-08-07,2020,8,dry,53,45.1,0,0,2.4,OBS_06
4711,398,10,2020-07-17,2020,7,dry,48,34.1,2,1,0.1,OBS_07
4712,398,10,2020-12-18,2020,12,dry,54,40.7,0,3,5.6,OBS_03
4713,398,10,2020-05-03,2020,5,wet,35,36.8,4,2,10.8,OBS_01
4714,398,10,2020-03-18,2020,3,wet,64,46.8,3,3,0.1,OBS_04
4715,398,10,2020-02-05,2020,2,dry,39,29.4,0,0,9.4,OBS_05
4716,463,12,2021-01-04,2021,1,dry,44,43.5,0,2,2.5,OBS_03
4717,463,12,2021-01-05,2021,1,dry,61,45.5,4,4,25.4,OBS_07
4718,463,12,2021-04-10,2021,4,wet,51,61.6,0,2,0.0,OBS_01
4719,463,12,2021-05-22,2021,5,wet,66,52.1,0,1,46.4,OBS_02
4720,347,9,2019-12-03,2019,12,dry,74,28.3,1,3,2.8,OBS_04
4721,347,9,2019-10-18,2019,10,wet,61,46.1,0,0,2.3,OBS_05
4722,347,9,2019-01-13,2019,1,dry,74,52.4,0,3,9.5,OBS_04
4723,60,2,2019-12-23,2019,12,dry,60,33.2,0,0,32.3,OBS_02
4724,60,2,2019-12-24,2019,12,dry,55,46.1,0,3,7.9,OBS_05
4725,60,2,2019-02-22,2019,2,dry,69,33.6,0,1,29.6,OBS_03
4726,60,2,2019-11-22,2019,11,wet,68,48.5,1,3,1.0,OBS_06
4727,442,11,2022-12-18,2022,12,dry,60,56.2,1,0,4.5,OBS_04
4728,442,11,2022-06-20,2022,6,dry,42,40.7,1,0,7.7,OBS_02
4729,442,11,2022-12-22,2022,12,dry,62,52.0,1,0,0.5,OBS_04
4730,442,11,2022-03-26,2022,3,wet,40,54.2,3,2,0.6,OBS_07
4731,177,5,2013-11-29,2013,11,wet,40,56.6,0,3,15.1,OBS_03
4732,177,5,2013-12-20,2013,12,dry,34,46.5,2,3,7.1,OBS_06
4733,177,5,2013-11-13,2013,11,wet,56,50.9,1,1,5.3,OBS_04
4734,177,5,2013-12-28,2013,12,dry,55,35.2,0,1,4.1,OBS_02
4735,112,3,2023-06-26,2023,6,dry,58,36.0,1,1,18.2,OBS_02
4736,112,3,2023-12-24,2023,12,dry,58,38.3,1,0,3.1,OBS_04
4737,112,3,2023-07-30,2023,7,dry,46,44.3,1,3,0.4,OBS_03
4738,11,1,2013-07-21,2013,7,dry,18,43.9,1,2,3.4,OBS_07
4739,11,1,2013-10-17,2013,10,wet,18,47.4,1,4,13.6,OBS_06
4740,11,1,2013-08-22,2013,8,dry,82,41.8,0,2,15.3,OBS_02
4741,11,1,2013-06-25,2013,6,dry,51,46.8,1,0,5.0,OBS_02
4742,11,1,2013-06-10,2013,6,dry,80,39.4,0,1,1.9,OBS_01
4743,11,1,2013-10-16,2013,10,wet,70,44.2,0,2,2.8,OBS_06
4744,282,7,2010-01-14,2010,1,dry,53,41.1,2,0,9.4,OBS_02
4745,282,7,2010-10-07,2010,10,wet,53,57.2,1,1,4.1,OBS_05
4746,282,7,2010-10-21,2010,10,wet,54,51.4,1,1,8.6,OBS_01
4747,282,7,2010-12-10,2010,12,dry,46,36.8,0,1,1.6,OBS_02
4748,282,7,2010-02-05,2010,2,dry,48,48.8,1,2,3.6,OBS_05
4749,392,10,2015-05-12,2015,5,wet,50,59.1,0,1,14.8,OBS_07
4750,392,10,2015-11-29,2015,11,wet,62,53.9,0,2,4.2,OBS_07
4751,392,10,2015-06-25,2015,6,dry,33,51.2,0,2,21.9,OBS_07
4752,392,10,2015-08-10,2015,8,dry,55,42.7,0,3,35.4,OBS_07
4753,392,10,2015-10-05,2015,10,wet,47,48.3,0,0,12.9,OBS_05
4754,392,10,2015-08-07,2015,8,dry,74,54.6,0,3,5.5,OBS_01
4755,175,5,2023-04-14,2023,4,wet,34,54.1,2,0,7.0,OBS_06
4756,175,5,2023-01-24,2023,1,dry,57,51.8,2,2,7.7,OBS_06
4757,175,5,2023-03-21,2023,3,wet,66,61.3,3,1,3.1,OBS_05
4758,175,5,2023-12-09,2023,12,dry,72,39.3,3,1,4.3,OBS_02
4759,175,5,2023-11-08,2023,11,wet,63,57.1,1,1,12.2,OBS_05
4760,333,9,2020-01-16,2020,1,dry,62,45.6,0,2,0.9,OBS_04
4761,333,9,2020-11-08,2020,11,wet,56,63.3,2,2,0.6,OBS_05
4762,333,9,2020-03-12,2020,3,wet,51,53.9,0,2,5.4,OBS_05
4763,333,9,2020-05-05,2020,5,wet,54,57.2,1,3,2.1,OBS_03
4764,61,2,2019-07-09,2019,7,dry,71,64.5,0,3,11.1,OBS_04
4765,61,2,2019-12-02,2019,12,dry,44,73.5,1,2,41.3,OBS_05
4766,61,2,2019-08-09,2019,8,dry,53,67.3,0,2,10.4,OBS_05
4767,61,2,2019-05-27,2019,5,wet,61,67.6,0,1,0.6,OBS_07
4768,61,2,2019-03-11,2019,3,wet,51,72.8,0,8,0.3,OBS_05
4769,61,2,2019-07-28,2019,7,dry,85,65.4,1,2,17.2,OBS_05
4770,230,6,2015-01-12,2015,1,dry,52,10.0,1,3,7.3,OBS_03
4771,230,6,2015-12-27,2015,12,dry,52,12.9,3,0,1.1,OBS_04
4772,230,6,2015-02-01,2015,2,dry,51,10.9,1,0,4.1,OBS_06
4773,230,6,2015-09-26,2015,9,wet,48,20.5,2,1,5.5,OBS_05
4774,230,6,2015-12-03,2015,12,dry,61,13.8,0,2,1.2,OBS_01
4775,230,6,2015-03-31,2015,3,wet,65,25.5,0,0,28.7,OBS_01
4776,87,2,2021-10-23,2021,10,wet,26,48.9,1,0,0.4,OBS_04
4777,87,2,2021-06-09,2021,6,dry,67,32.8,1,2,0.1,OBS_02
4778,87,2,2021-09-14,2021,9,wet,61,45.6,1,0,8.4,OBS_01
4779,87,2,2021-10-07,2021,10,wet,48,47.3,1,1,1.3,OBS_03
4780,87,2,2021-03-26,2021,3,wet,67,36.1,1,0,25.6,OBS_01
4781,458,12,2023-04-21,2023,4,wet,61,48.8,2,1,8.0,OBS_02
4782,458,12,2023-12-08,2023,12,dry,55,40.0,0,2,1.9,OBS_01
4783,458,12,2023-12-04,2023,12,dry,64,48.0,1,2,0.6,OBS_07
4784,458,12,2023-08-06,2023,8,dry,53,38.5,2,1,18.8,OBS_05
4785,460,12,2015-01-09,2015,1,dry,53,26.2,0,0,1.9,OBS_05
4786,460,12,2015-06-10,2015,6,dry,61,31.2,0,1,23.5,OBS_05
4787,460,12,2015-06-17,2015,6,dry,49,33.2,2,4,12.4,OBS_01
4788,460,12,2015-08-23,2015,8,dry,52,35.5,0,3,4.9,OBS_05
4789,460,12,2015-07-07,2015,7,dry,58,31.4,3,0,2.3,OBS_06
4790,460,12,2015-09-27,2015,9,wet,45,39.7,1,1,8.1,OBS_02
4791,155,5,2015-12-11,2015,12,dry,57,42.5,1,1,13.6,OBS_04
4792,155,5,2015-08-04,2015,8,dry,44,48.2,1,0,4.7,OBS_07
4793,155,5,2015-11-04,2015,11,wet,69,47.5,0,0,2.0,OBS_01
4794,155,5,2015-02-16,2015,2,dry,70,43.6,1,0,0.0,OBS_06
4795,155,5,2015-07-30,2015,7,dry,50,47.7,2,0,0.5,OBS_04
4796,155,5,2015-04-30,2015,4,wet,80,49.6,1,1,6.1,OBS_02
4797,467,12,2015-01-13,2015,1,dry,65,61.6,1,0,2.0,OBS_01
4798,467,12,2015-05-22,2015,5,wet,50,59.0,2,4,0.7,OBS_02
4799,467,12,2015-04-24,2015,4,wet,44,57.0,4,2,0.9,OBS_01
4800,297,8,2012-05-20,2012,5,wet,63,45.7,0,1,12.0,OBS_02
4801,297,8,2012-11-24,2012,11,wet,41,44.8,0,5,11.1,OBS_03
4802,297,8,2012-11-15,2012,11,wet,77,40.7,0,2,1.5,OBS_03
4803,297,8,2012-07-04,2012,7,dry,45,35.0,0,1,5.2,OBS_02
4804,297,8,2012-12-05,2012,12,dry,67,25.3,0,1,3.0,OBS_05
4805,297,8,2012-12-12,2012,12,dry,41,28.4,0,4,5.7,OBS_06
4806,301,8,2019-07-06,2019,7,dry,86,54.1,0,2,14.8,OBS_02
4807,301,8,2019-08-10,2019,8,dry,55,51.7,1,0,10.0,OBS_01
4808,301,8,2019-04-12,2019,4,wet,41,66.3,0,4,15.9,OBS_07
4809,393,10,2017-03-19,2017,3,wet,62,38.7,0,3,2.3,OBS_05
4810,393,10,2017-03-22,2017,3,wet,46,50.1,2,2,8.2,OBS_05
4811,393,10,2017-01-11,2017,1,dry,69,26.2,0,3,3.5,OBS_01
4812,393,10,2017-03-12,2017,3,wet,44,48.3,0,2,3.4,OBS_06
4813,109,3,2010-07-10,2010,7,dry,66,32.1,0,2,6.0,OBS_06
4814,109,3,2010-01-19,2010,1,dry,54,34.0,1,3,7.3,OBS_01
4815,109,3,2010-10-28,2010,10,wet,49,48.1,0,3,1.3,OBS_03
4816,109,3,2010-04-28,2010,4,wet,55,47.0,2,2,4.9,OBS_05
4817,109,3,2010-10-01,2010,10,wet,69,48.9,0,2,1.4,OBS_07
4818,109,3,2010-09-30,2010,9,wet,78,48.7,0,2,2.9,OBS_04
4819,43,1,2022-06-16,2022,6,dry,54,61.4,1,7,3.4,OBS_02
4820,43,1,2022-06-01,2022,6,dry,40,53.3,0,5,6.9,OBS_04
4821,43,1,2022-12-27,2022,12,dry,42,45.0,1,1,8.1,OBS_04
4822,43,1,2022-02-05,2022,2,dry,43,55.0,1,3,11.0,OBS_02
4823,43,1,2022-03-03,2022,3,wet,59,58.5,0,4,38.6,OBS_06
4824,354,9,2020-03-05,2020,3,wet,48,49.7,2,1,10.1,OBS_03
4825,354,9,2020-07-22,2020,7,dry,53,41.4,2,3,0.4,OBS_04
4826,354,9,2020-12-21,2020,12,dry,37,38.6,1,1,0.8,OBS_04
4827,354,9,2020-01-08,2020,1,dry,41,49.7,1,2,9.2,OBS_06
4828,354,9,2020-10-06,2020,10,wet,57,41.4,2,1,3.0,OBS_05
4829,354,9,2020-03-01,2020,3,wet,55,50.6,0,0,0.0,OBS_04
4830,169,5,2014-10-28,2014,10,wet,52,55.3,1,2,7.4,OBS_05
4831,169,5,2014-03-20,2014,3,wet,67,58.6,1,1,1.4,OBS_02
4832,169,5,2014-09-26,2014,9,wet,64,53.0,0,1,13.3,OBS_02
4833,169,5,2014-06-30,2014,6,dry,51,43.5,1,2,25.3,OBS_06
4834,169,5,2014-02-01,2014,2,dry,58,42.3,1,2,3.5,OBS_03
4835,169,5,2014-05-20,2014,5,wet,42,55.1,0,4,14.8,OBS_07
4836,328,9,2010-07-07,2010,7,dry,62,36.2,2,1,4.4,OBS_06
4837,328,9,2010-06-06,2010,6,dry,49,25.9,0,3,2.9,OBS_05
4838,328,9,2010-04-14,2010,4,wet,59,37.3,0,2,5.9,OBS_01
4839,328,9,2010-04-23,2010,4,wet,44,35.5,0,2,12.9,OBS_03
4840,328,9,2010-08-30,2010,8,dry,56,25.9,1,2,8.2,OBS_05
4841,328,9,2010-01-16,2010,1,dry,61,23.3,2,3,5.9,OBS_02
4842,16,1,2011-09-21,2011,9,wet,39,30.4,1,5,2.1,OBS_02
4843,16,1,2011-05-18,2011,5,wet,38,35.8,1,2,0.0,OBS_06
4844,16,1,2011-03-13,2011,3,wet,45,39.0,0,3,1.9,OBS_02
4845,258,6,2023-08-31,2023,8,dry,61,38.6,2,4,10.4,OBS_07
4846,258,6,2023-11-09,2023,11,wet,58,61.5,1,5,8.1,OBS_02
4847,258,6,2023-01-21,2023,1,dry,42,48.8,0,2,6.2,OBS_04
4848,258,6,2023-03-27,2023,3,wet,60,50.2,0,1,2.7,OBS_02
4849,173,5,2019-05-03,2019,5,wet,43,59.1,0,1,22.2,OBS_02
4850,173,5,2019-01-09,2019,1,dry,74,49.7,2,0,4.0,OBS_01
4851,173,5,2019-07-08,2019,7,dry,68,44.0,0,3,9.0,OBS_03
4852,173,5,2019-08-07,2019,8,dry,71,49.7,0,4,21.9,OBS_05
4853,173,5,2019-06-26,2019,6,dry,61,45.9,0,3,7.2,OBS_02
4854,333,9,2021-08-12,2021,8,dry,58,54.9,0,1,3.4,OBS_04
4855,333,9,2021-12-11,2021,12,dry,50,46.3,2,4,5.3,OBS_05
4856,333,9,2021-03-19,2021,3,wet,57,61.8,0,4,6.5,OBS_04
4857,333,9,2021-08-29,2021,8,dry,40,55.7,2,2,2.0,OBS_04
4858,67,2,2017-06-26,2017,6,dry,58,35.2,0,0,1.9,OBS_02
4859,67,2,2017-02-10,2017,2,dry,50,36.0,1,2,1.0,OBS_04
4860,67,2,2017-09-26,2017,9,wet,61,44.7,2,2,2.8,OBS_04
4861,67,2,2017-03-10,2017,3,wet,38,47.7,3,2,7.2,OBS_04
4862,67,2,2017-11-07,2017,11,wet,69,50.1,3,2,4.1,OBS_03
4863,61,2,2016-06-15,2016,6,dry,48,39.9,1,4,6.1,OBS_03
4864,61,2,2016-09-03,2016,9,wet,53,48.8,0,5,2.9,OBS_03
4865,61,2,2016-05-12,2016,5,wet,72,51.5,0,2,12.9,OBS_05
4866,61,2,2016-06-05,2016,6,dry,58,43.8,0,3,18.6,OBS_05
4867,42,1,2021-10-27,2021,10,wet,48,65.3,3,4,9.9,OBS_03
4868,42,1,2021-04-11,2021,4,wet,81,50.5,3,0,7.1,OBS_05
4869,42,1,2021-05-22,2021,5,wet,42,48.4,1,2,2.8,OBS_01
4870,466,12,2017-01-08,2017,1,dry,38,32.3,1,1,5.9,OBS_07
4871,466,12,2017-04-30,2017,4,wet,43,37.5,0,2,23.9,OBS_05
4872,466,12,2017-02-16,2017,2,dry,68,27.9,0,3,20.0,OBS_06
4873,466,12,2017-07-21,2017,7,dry,38,32.4,0,2,2.8,OBS_07
4874,466,12,2017-07-07,2017,7,dry,53,29.9,0,3,21.0,OBS_06
4875,466,12,2017-03-07,2017,3,wet,73,42.0,1,3,4.8,OBS_05
4876,162,5,2022-08-29,2022,8,dry,39,47.2,2,2,17.7,OBS_02
4877,162,5,2022-03-24,2022,3,wet,46,53.2,1,1,0.4,OBS_03
