individual_id,group_id,group_name,year,age,sex,dominance_rank,forage_pct,rest_pct,social_pct,travel_pct,body_condition_score,group_size,n_silverbacks,multi_male_group,habitat_quality,survived_next_year,annual_rainfall_mm,lagged_rainfall_mm
253,6,Hirwa,2019,1,F,4,57.6,23.8,11.5,7.1,3.28,17,2,1,2.74,1,1175.9,1109.6
254,6,Hirwa,2019,1,M,3,40.7,24.0,18.3,17.0,3.24,17,2,1,2.74,1,1175.9,1109.6
255,6,Hirwa,2019,1,M,7,46.8,21.9,8.2,23.1,2.52,17,2,1,2.74,1,1175.9,1109.6
256,6,Hirwa,2019,1,F,7,52.4,21.0,18.8,7.8,3.17,17,2,1,2.74,1,1175.9,1109.6
257,6,Hirwa,2019,0,F,6,49.5,29.0,18.8,2.7,3.47,17,2,1,2.74,1,1175.9,1109.6
216,6,Hirwa,2020,16,F,9,55.7,21.8,7.7,14.8,3.54,20,2,1,2.74,1,1081.6,1175.9
217,6,Hirwa,2020,18,M,1,46.0,37.1,16.1,0.8,3.2,20,2,1,2.74,1,1081.6,1175.9
218,6,Hirwa,2020,13,F,3,33.6,28.7,13.1,24.6,3.11,20,2,1,2.74,1,1081.6,1175.9
219,6,Hirwa,2020,22,F,7,63.9,35.1,8.3,0.0,3.11,20,2,1,2.74,1,1081.6,1175.9
220,6,Hirwa,2020,30,M,2,35.9,38.8,15.5,9.8,3.45,20,2,1,2.74,1,1081.6,1175.9
221,6,Hirwa,2020,14,F,8,42.1,23.1,20.8,14.0,3.16,20,2,1,2.74,1,1081.6,1175.9
222,6,Hirwa,2020,12,M,1,45.5,35.4,17.6,1.5,3.06,20,2,1,2.74,1,1081.6,1175.9
224,6,Hirwa,2020,12,F,6,37.2,31.4,18.6,12.8,3.78,20,2,1,2.74,1,1081.6,1175.9
225,6,Hirwa,2020,28,F,8,43.3,31.6,16.1,9.0,2.76,20,2,1,2.74,1,1081.6,1175.9
226,6,Hirwa,2020,22,F,9,45.0,26.1,16.4,12.5,3.26,20,2,1,2.74,1,1081.6,1175.9
227,6,Hirwa,2020,22,F,9,20.2,31.6,12.4,35.8,3.33,20,2,1,2.74,1,1081.6,1175.9
228,6,Hirwa,2020,17,M,1,38.7,32.0,12.2,17.1,3.14,20,2,1,2.74,1,1081.6,1175.9
229,6,Hirwa,2020,9,M,5,40.3,23.4,15.4,20.9,3.56,20,2,1,2.74,1,1081.6,1175.9
230,6,Hirwa,2020,9,M,4,50.1,26.1,19.5,4.3,3.97,20,2,1,2.74,1,1081.6,1175.9
231,6,Hirwa,2020,9,F,5,52.4,37.7,15.1,0.0,3.6,20,2,1,2.74,1,1081.6,1175.9
233,6,Hirwa,2020,9,M,4,53.7,15.0,16.3,15.0,3.33,20,2,1,2.74,1,1081.6,1175.9
234,6,Hirwa,2020,8,M,5,29.2,27.5,18.8,24.5,3.43,20,2,1,2.74,1,1081.6,1175.9
235,6,Hirwa,2020,8,F,8,52.0,28.2,14.9,4.9,2.9,20,2,1,2.74,1,1081.6,1175.9
237,6,Hirwa,2020,6,F,4,36.5,32.5,18.5,12.5,3.22,20,2,1,2.74,1,1081.6,1175.9
238,6,Hirwa,2020,6,M,6,42.6,33.4,17.0,7.0,3.59,20,2,1,2.74,1,1081.6,1175.9
239,6,Hirwa,2020,6,M,6,41.3,29.4,17.4,11.9,3.59,20,2,1,2.74,1,1081.6,1175.9
240,6,Hirwa,2020,6,F,9,46.7,29.7,12.4,11.2,2.7,20,2,1,2.74,1,1081.6,1175.9
241,6,Hirwa,2020,6,F,3,57.6,34.2,19.2,0.0,3.36,20,2,1,2.74,1,1081.6,1175.9
242,6,Hirwa,2020,6,F,2,39.5,43.4,14.4,2.7,3.66,20,2,1,2.74,1,1081.6,1175.9
244,6,Hirwa,2020,4,M,3,26.8,32.9,17.7,22.6,3.07,20,2,1,2.74,1,1081.6,1175.9
245,6,Hirwa,2020,4,M,5,35.7,31.9,14.9,17.5,3.48,20,2,1,2.74,1,1081.6,1175.9
246,6,Hirwa,2020,4,F,3,42.6,27.4,16.3,13.7,4.34,20,2,1,2.74,1,1081.6,1175.9
247,6,Hirwa,2020,4,F,8,46.1,23.8,15.0,15.1,3.22,20,2,1,2.74,1,1081.6,1175.9
248,6,Hirwa,2020,3,M,3,44.5,34.2,17.9,3.4,3.33,20,2,1,2.74,1,1081.6,1175.9
249,6,Hirwa,2020,3,M,7,48.5,37.9,12.9,0.7,3.39,20,2,1,2.74,1,1081.6,1175.9
251,6,Hirwa,2020,2,F,4,55.7,25.3,12.2,6.8,3.34,20,2,1,2.74,1,1081.6,1175.9
252,6,Hirwa,2020,2,M,3,54.2,30.7,18.7,0.0,3.0,20,2,1,2.74,1,1081.6,1175.9
253,6,Hirwa,2020,2,F,8,35.1,27.8,9.9,27.2,2.55,20,2,1,2.74,1,1081.6,1175.9
254,6,Hirwa,2020,2,M,4,34.3,25.5,11.9,28.3,3.92,20,2,1,2.74,1,1081.6,1175.9
255,6,Hirwa,2020,2,M,4,59.7,32.1,18.9,0.0,4.23,20,2,1,2.74,1,1081.6,1175.9
256,6,Hirwa,2020,2,F,9,44.6,26.7,12.9,15.8,3.83,20,2,1,2.74,1,1081.6,1175.9
257,6,Hirwa,2020,1,F,9,48.8,35.8,12.7,2.7,3.22,20,2,1,2.74,1,1081.6,1175.9
258,6,Hirwa,2020,0,F,6,51.5,28.1,20.0,0.4,3.92,20,2,1,2.74,1,1081.6,1175.9
259,6,Hirwa,2020,0,F,5,32.1,32.0,11.9,24.0,3.18,20,2,1,2.74,1,1081.6,1175.9
216,6,Hirwa,2021,17,F,2,40.0,21.4,11.6,27.0,4.12,20,2,1,2.74,1,1036.5,1081.6
217,6,Hirwa,2021,19,M,2,35.1,25.2,15.5,24.2,3.63,20,2,1,2.74,1,1036.5,1081.6
218,6,Hirwa,2021,14,F,10,41.7,32.2,12.7,13.4,2.54,20,2,1,2.74,1,1036.5,1081.6
219,6,Hirwa,2021,23,F,3,50.8,22.5,19.6,7.1,3.41,20,2,1,2.74,1,1036.5,1081.6
220,6,Hirwa,2021,31,M,1,37.3,29.0,16.0,17.7,2.98,20,2,1,2.74,1,1036.5,1081.6
221,6,Hirwa,2021,15,F,8,57.2,34.6,20.9,0.0,2.71,20,2,1,2.74,1,1036.5,1081.6
222,6,Hirwa,2021,13,M,2,43.0,32.7,12.8,11.5,2.56,20,2,1,2.74,1,1036.5,1081.6
224,6,Hirwa,2021,13,F,6,46.9,28.3,16.4,8.4,3.81,20,2,1,2.74,1,1036.5,1081.6
225,6,Hirwa,2021,29,F,6,46.3,28.2,13.3,12.2,2.26,20,2,1,2.74,1,1036.5,1081.6
226,6,Hirwa,2021,23,F,5,47.2,35.0,14.1,3.7,2.1,20,2,1,2.74,1,1036.5,1081.6
227,6,Hirwa,2021,23,F,3,50.6,30.7,10.6,8.1,2.48,20,2,1,2.74,1,1036.5,1081.6
228,6,Hirwa,2021,18,M,1,47.0,19.3,13.8,19.9,4.64,20,2,1,2.74,1,1036.5,1081.6
229,6,Hirwa,2021,10,M,3,43.5,31.7,18.1,6.7,2.93,20,2,1,2.74,1,1036.5,1081.6
230,6,Hirwa,2021,10,M,6,48.7,28.9,10.3,12.1,2.16,20,2,1,2.74,1,1036.5,1081.6
231,6,Hirwa,2021,10,F,1,38.8,30.7,13.6,16.9,3.56,20,2,1,2.74,1,1036.5,1081.6
233,6,Hirwa,2021,10,M,6,47.7,27.9,11.7,12.7,2.3,20,2,1,2.74,1,1036.5,1081.6
234,6,Hirwa,2021,9,M,3,51.9,31.7,13.0,3.4,3.82,20,2,1,2.74,1,1036.5,1081.6
235,6,Hirwa,2021,9,F,4,38.8,33.9,10.7,16.6,3.8,20,2,1,2.74,1,1036.5,1081.6
237,6,Hirwa,2021,7,F,5,45.0,26.7,16.1,12.2,3.71,20,2,1,2.74,1,1036.5,1081.6
238,6,Hirwa,2021,7,M,4,50.6,31.9,10.5,7.0,2.83,20,2,1,2.74,1,1036.5,1081.6
239,6,Hirwa,2021,7,M,4,35.7,29.8,15.6,18.9,2.85,20,2,1,2.74,1,1036.5,1081.6
240,6,Hirwa,2021,7,F,1,44.6,33.5,14.8,7.1,3.09,20,2,1,2.74,1,1036.5,1081.6
241,6,Hirwa,2021,7,F,3,44.6,27.4,16.0,12.0,2.74,20,2,1,2.74,1,1036.5,1081.6
242,6,Hirwa,2021,7,F,5,42.9,29.8,13.4,13.9,3.58,20,2,1,2.74,1,1036.5,1081.6
244,6,Hirwa,2021,5,M,5,50.9,28.0,14.7,6.4,3.02,20,2,1,2.74,1,1036.5,1081.6
245,6,Hirwa,2021,5,M,3,53.8,18.0,19.1,9.1,3.65,20,2,1,2.74,1,1036.5,1081.6
246,6,Hirwa,2021,5,F,5,36.4,31.6,16.3,15.7,2.3,20,2,1,2.74,1,1036.5,1081.6
247,6,Hirwa,2021,5,F,6,41.6,25.8,15.9,16.7,3.37,20,2,1,2.74,1,1036.5,1081.6
248,6,Hirwa,2021,4,M,4,51.9,22.8,17.7,7.6,2.15,20,2,1,2.74,1,1036.5,1081.6
249,6,Hirwa,2021,4,M,5,33.6,33.2,7.8,25.4,3.78,20,2,1,2.74,1,1036.5,1081.6
251,6,Hirwa,2021,3,F,7,43.2,32.8,13.1,10.9,3.06,20,2,1,2.74,1,1036.5,1081.6
252,6,Hirwa,2021,3,M,3,51.9,32.2,16.2,0.0,3.6,20,2,1,2.74,1,1036.5,1081.6
253,6,Hirwa,2021,3,F,6,46.7,40.0,8.9,4.4,3.95,20,2,1,2.74,1,1036.5,1081.6
254,6,Hirwa,2021,3,M,6,58.4,33.4,16.6,0.0,3.36,20,2,1,2.74,1,1036.5,1081.6
255,6,Hirwa,2021,3,M,6,41.1,29.8,12.1,17.0,3.13,20,2,1,2.74,1,1036.5,1081.6
256,6,Hirwa,2021,3,F,4,47.5,36.2,10.2,6.1,3.68,20,2,1,2.74,1,1036.5,1081.6
257,6,Hirwa,2021,2,F,1,47.3,30.2,15.0,7.5,3.43,20,2,1,2.74,1,1036.5,1081.6
258,6,Hirwa,2021,1,F,10,43.9,30.1,20.2,5.8,3.79,20,2,1,2.74,1,1036.5,1081.6
259,6,Hirwa,2021,1,F,3,38.2,25.0,19.2,17.6,3.03,20,2,1,2.74,1,1036.5,1081.6
260,6,Hirwa,2021,0,F,2,54.6,27.3,7.8,10.3,3.91,20,2,1,2.74,1,1036.5,1081.6
261,6,Hirwa,2021,0,M,3,35.5,31.3,18.5,14.7,2.58,20,2,1,2.74,1,1036.5,1081.6
262,6,Hirwa,2021,0,F,7,51.1,34.7,24.2,0.0,3.43,20,2,1,2.74,1,1036.5,1081.6
263,6,Hirwa,2021,0,F,1,53.8,27.1,19.3,0.0,3.02,20,2,1,2.74,0,1036.5,1081.6
264,6,Hirwa,2021,0,F,2,46.1,28.1,17.0,8.8,2.36,20,2,1,2.74,0,1036.5,1081.6
216,6,Hirwa,2022,18,F,9,39.0,27.3,22.4,11.3,2.96,20,2,1,2.74,1,993.1,1036.5
217,6,Hirwa,2022,20,M,2,50.5,20.5,11.4,17.6,3.89,20,2,1,2.74,1,993.1,1036.5
218,6,Hirwa,2022,15,F,3,31.1,27.0,15.4,26.5,2.4,20,2,1,2.74,1,993.1,1036.5
219,6,Hirwa,2022,24,F,8,35.2,31.5,11.8,21.5,3.95,20,2,1,2.74,1,993.1,1036.5
220,6,Hirwa,2022,32,M,2,33.9,26.9,14.3,24.9,3.27,20,2,1,2.74,1,993.1,1036.5
221,6,Hirwa,2022,16,F,9,36.1,34.5,15.5,13.9,1.85,20,2,1,2.74,1,993.1,1036.5
222,6,Hirwa,2022,14,M,2,59.3,31.8,13.0,0.0,2.93,20,2,1,2.74,1,993.1,1036.5
224,6,Hirwa,2022,14,F,1,44.1,21.3,22.8,11.8,2.6,20,2,1,2.74,1,993.1,1036.5
225,6,Hirwa,2022,30,F,3,34.1,28.7,11.2,26.0,2.99,20,2,1,2.74,1,993.1,1036.5
226,6,Hirwa,2022,24,F,9,46.0,22.7,11.8,19.5,3.31,20,2,1,2.74,1,993.1,1036.5
227,6,Hirwa,2022,24,F,5,44.6,29.4,15.8,10.2,2.37,20,2,1,2.74,1,993.1,1036.5
228,6,Hirwa,2022,19,M,2,48.8,36.6,13.3,1.3,2.37,20,2,1,2.74,1,993.1,1036.5
229,6,Hirwa,2022,11,M,7,36.5,24.5,17.3,21.7,2.77,20,2,1,2.74,1,993.1,1036.5
230,6,Hirwa,2022,11,M,6,43.7,22.1,16.4,17.8,3.42,20,2,1,2.74,1,993.1,1036.5
231,6,Hirwa,2022,11,F,2,47.1,33.8,18.2,0.9,4.08,20,2,1,2.74,1,993.1,1036.5
233,6,Hirwa,2022,11,M,7,46.5,31.7,10.3,11.5,3.15,20,2,1,2.74,1,993.1,1036.5
234,6,Hirwa,2022,10,M,5,50.6,34.3,14.4,0.7,3.26,20,2,1,2.74,1,993.1,1036.5
235,6,Hirwa,2022,10,F,9,53.8,43.5,16.7,0.0,2.97,20,2,1,2.74,1,993.1,1036.5
237,6,Hirwa,2022,8,F,10,37.8,32.1,16.5,13.6,3.19,20,2,1,2.74,1,993.1,1036.5
238,6,Hirwa,2022,8,M,3,42.9,22.4,16.5,18.2,2.99,20,2,1,2.74,1,993.1,1036.5
239,6,Hirwa,2022,8,M,4,37.2,35.9,16.8,10.1,3.91,20,2,1,2.74,1,993.1,1036.5
240,6,Hirwa,2022,8,F,10,52.0,31.9,15.7,0.4,2.87,20,2,1,2.74,1,993.1,1036.5
241,6,Hirwa,2022,8,F,6,28.5,23.2,19.8,28.5,3.54,20,2,1,2.74,1,993.1,1036.5
242,6,Hirwa,2022,8,F,6,57.2,26.2,20.6,0.0,2.63,20,2,1,2.74,1,993.1,1036.5
244,6,Hirwa,2022,6,M,7,41.2,40.3,10.1,8.4,3.25,20,2,1,2.74,1,993.1,1036.5
245,6,Hirwa,2022,6,M,7,41.1,36.2,17.9,4.8,3.11,20,2,1,2.74,1,993.1,1036.5
246,6,Hirwa,2022,6,F,6,41.1,26.7,9.8,22.4,3.12,20,2,1,2.74,1,993.1,1036.5
247,6,Hirwa,2022,6,F,8,47.1,33.0,18.0,1.9,3.92,20,2,1,2.74,1,993.1,1036.5
248,6,Hirwa,2022,5,M,3,39.2,32.5,17.3,11.0,3.43,20,2,1,2.74,1,993.1,1036.5
249,6,Hirwa,2022,5,M,6,38.3,23.0,16.1,22.6,2.95,20,2,1,2.74,1,993.1,1036.5
251,6,Hirwa,2022,4,F,2,54.1,23.7,13.6,8.6,2.99,20,2,1,2.74,1,993.1,1036.5
252,6,Hirwa,2022,4,M,4,59.5,22.8,12.1,5.6,2.84,20,2,1,2.74,1,993.1,1036.5
253,6,Hirwa,2022,4,F,5,45.0,26.5,12.7,15.8,3.35,20,2,1,2.74,1,993.1,1036.5
254,6,Hirwa,2022,4,M,4,55.1,26.6,19.4,0.0,3.04,20,2,1,2.74,1,993.1,1036.5
255,6,Hirwa,2022,4,M,3,49.0,23.2,15.8,12.0,3.15,20,2,1,2.74,1,993.1,1036.5
256,6,Hirwa,2022,4,F,6,50.2,28.0,12.4,9.4,3.75,20,2,1,2.74,1,993.1,1036.5
257,6,Hirwa,2022,3,F,1,34.3,40.3,21.6,3.8,2.91,20,2,1,2.74,1,993.1,1036.5
258,6,Hirwa,2022,2,F,10,45.2,33.5,7.8,13.5,3.57,20,2,1,2.74,1,993.1,1036.5
259,6,Hirwa,2022,2,F,7,55.4,25.6,14.4,4.6,3.39,20,2,1,2.74,1,993.1,1036.5
260,6,Hirwa,2022,1,F,6,36.3,20.9,13.9,28.9,2.99,20,2,1,2.74,1,993.1,1036.5
261,6,Hirwa,2022,1,M,3,50.2,30.3,15.7,3.8,2.74,20,2,1,2.74,1,993.1,1036.5
262,6,Hirwa,2022,1,F,8,42.8,32.1,15.4,9.7,2.93,20,2,1,2.74,1,993.1,1036.5
265,6,Hirwa,2022,0,M,5,36.6,31.6,14.7,17.1,3.64,20,2,1,2.74,1,993.1,1036.5
266,6,Hirwa,2022,0,M,6,22.1,22.6,15.4,39.9,3.25,20,2,1,2.74,1,993.1,1036.5
267,6,Hirwa,2022,0,F,4,53.2,29.2,14.0,3.6,3.3,20,2,1,2.74,1,993.1,1036.5
268,6,Hirwa,2022,0,F,8,36.1,31.7,11.7,20.5,2.52,20,2,1,2.74,1,993.1,1036.5
216,6,Hirwa,2023,19,F,6,60.9,31.4,17.6,0.0,2.3,22,2,1,2.74,1,1213.5,993.1
217,6,Hirwa,2023,21,M,2,55.9,27.3,14.3,2.5,3.65,22,2,1,2.74,1,1213.5,993.1
218,6,Hirwa,2023,16,F,6,53.3,36.9,8.9,0.9,2.24,22,2,1,2.74,1,1213.5,993.1
219,6,Hirwa,2023,25,F,9,38.5,27.7,14.6,19.2,2.58,22,2,1,2.74,1,1213.5,993.1
220,6,Hirwa,2023,33,M,1,53.9,28.2,11.7,6.2,3.43,22,2,1,2.74,1,1213.5,993.1
221,6,Hirwa,2023,17,F,5,42.3,32.0,10.9,14.8,3.33,22,2,1,2.74,1,1213.5,993.1
222,6,Hirwa,2023,15,M,1,51.2,45.3,17.3,0.0,3.38,22,2,1,2.74,1,1213.5,993.1
224,6,Hirwa,2023,15,F,7,38.4,21.2,13.1,27.3,3.17,22,2,1,2.74,1,1213.5,993.1
225,6,Hirwa,2023,31,F,6,44.7,35.9,14.2,5.2,3.28,22,2,1,2.74,1,1213.5,993.1
226,6,Hirwa,2023,25,F,4,29.2,23.1,16.1,31.6,2.94,22,2,1,2.74,1,1213.5,993.1
227,6,Hirwa,2023,25,F,4,42.1,23.2,12.5,22.2,2.82,22,2,1,2.74,1,1213.5,993.1
228,6,Hirwa,2023,20,M,1,37.1,33.2,5.8,23.9,2.88,22,2,1,2.74,1,1213.5,993.1
229,6,Hirwa,2023,12,M,2,35.0,41.6,12.4,11.0,2.27,22,2,1,2.74,1,1213.5,993.1
230,6,Hirwa,2023,12,M,2,39.2,30.7,23.5,6.6,3.69,22,2,1,2.74,1,1213.5,993.1
231,6,Hirwa,2023,12,F,3,33.8,34.3,9.0,22.9,3.16,22,2,1,2.74,1,1213.5,993.1
233,6,Hirwa,2023,12,M,1,49.1,26.6,15.7,8.6,3.62,22,2,1,2.74,1,1213.5,993.1
234,6,Hirwa,2023,11,M,7,66.7,36.8,19.6,0.0,3.34,22,2,1,2.74,1,1213.5,993.1
235,6,Hirwa,2023,11,F,3,54.5,38.6,20.9,0.0,2.27,22,2,1,2.74,1,1213.5,993.1
237,6,Hirwa,2023,9,F,6,32.9,27.3,16.8,23.0,1.8,22,2,1,2.74,1,1213.5,993.1
238,6,Hirwa,2023,9,M,7,47.2,17.9,17.1,17.8,3.11,22,2,1,2.74,1,1213.5,993.1
239,6,Hirwa,2023,9,M,4,49.2,43.0,16.9,0.0,3.58,22,2,1,2.74,1,1213.5,993.1
240,6,Hirwa,2023,9,F,6,48.8,25.8,13.1,12.3,2.71,22,2,1,2.74,1,1213.5,993.1
241,6,Hirwa,2023,9,F,5,60.4,30.3,23.0,0.0,3.31,22,2,1,2.74,1,1213.5,993.1
242,6,Hirwa,2023,9,F,1,44.4,24.5,19.5,11.6,2.87,22,2,1,2.74,1,1213.5,993.1
244,6,Hirwa,2023,7,M,7,54.7,27.1,11.8,6.4,4.0,22,2,1,2.74,1,1213.5,993.1
245,6,Hirwa,2023,7,M,6,36.6,36.1,12.4,14.9,2.58,22,2,1,2.74,1,1213.5,993.1
246,6,Hirwa,2023,7,F,9,45.9,21.4,16.4,16.3,1.92,22,2,1,2.74,1,1213.5,993.1
247,6,Hirwa,2023,7,F,4,38.8,22.3,16.4,22.5,2.24,22,2,1,2.74,1,1213.5,993.1
248,6,Hirwa,2023,6,M,5,45.8,33.5,13.7,7.0,3.62,22,2,1,2.74,1,1213.5,993.1
249,6,Hirwa,2023,6,M,3,59.0,29.6,8.4,3.0,3.29,22,2,1,2.74,1,1213.5,993.1
251,6,Hirwa,2023,5,F,1,44.0,29.8,14.6,11.6,3.25,22,2,1,2.74,1,1213.5,993.1
252,6,Hirwa,2023,5,M,3,43.3,26.3,17.0,13.4,3.5,22,2,1,2.74,1,1213.5,993.1
253,6,Hirwa,2023,5,F,5,63.6,27.3,19.2,0.0,3.21,22,2,1,2.74,1,1213.5,993.1
254,6,Hirwa,2023,5,M,7,48.8,28.2,15.4,7.6,3.33,22,2,1,2.74,1,1213.5,993.1
255,6,Hirwa,2023,5,M,7,45.3,36.5,14.5,3.7,2.99,22,2,1,2.74,1,1213.5,993.1
256,6,Hirwa,2023,5,F,3,48.1,36.6,15.6,0.0,3.82,22,2,1,2.74,1,1213.5,993.1
257,6,Hirwa,2023,4,F,2,47.3,33.2,19.1,0.4,2.1,22,2,1,2.74,1,1213.5,993.1
258,6,Hirwa,2023,3,F,1,50.2,38.5,22.6,0.0,2.39,22,2,1,2.74,1,1213.5,993.1
259,6,Hirwa,2023,3,F,2,48.0,27.7,16.3,8.0,3.01,22,2,1,2.74,1,1213.5,993.1
260,6,Hirwa,2023,2,F,4,37.8,25.1,17.6,19.5,2.09,22,2,1,2.74,1,1213.5,993.1
261,6,Hirwa,2023,2,M,3,37.3,36.9,12.7,13.1,3.2,22,2,1,2.74,1,1213.5,993.1
262,6,Hirwa,2023,2,F,6,41.9,34.1,11.3,12.7,2.63,22,2,1,2.74,1,1213.5,993.1
265,6,Hirwa,2023,1,M,5,57.6,33.0,15.3,0.0,3.21,22,2,1,2.74,1,1213.5,993.1
266,6,Hirwa,2023,1,M,7,51.7,33.8,9.6,4.9,3.58,22,2,1,2.74,1,1213.5,993.1
267,6,Hirwa,2023,1,F,3,38.1,25.4,12.9,23.6,2.05,22,2,1,2.74,1,1213.5,993.1
268,6,Hirwa,2023,1,F,2,50.0,22.1,14.6,13.3,3.71,22,2,1,2.74,1,1213.5,993.1
269,6,Hirwa,2023,0,M,6,64.6,36.2,18.8,0.0,3.26,22,2,1,2.74,0,1213.5,993.1
270,6,Hirwa,2023,0,F,2,40.1,34.5,20.5,4.9,2.6,22,2,1,2.74,1,1213.5,993.1
271,6,Hirwa,2023,0,M,7,36.7,41.5,15.2,6.6,3.41,22,2,1,2.74,1,1213.5,993.1
272,6,Hirwa,2023,0,M,7,56.2,30.8,15.6,0.0,2.29,22,2,1,2.74,1,1213.5,993.1
273,6,Hirwa,2023,0,F,1,30.0,36.7,17.6,15.7,2.44,22,2,1,2.74,1,1213.5,993.1
274,6,Hirwa,2023,0,F,2,43.4,24.6,14.6,17.4,3.2,22,2,1,2.74,1,1213.5,993.1
278,7,Agashya,2010,20,F,2,49.9,29.5,13.7,6.9,3.29,8,2,1,4.46,1,1086.3,1086.3
279,7,Agashya,2010,10,F,1,49.1,34.0,23.7,0.0,3.33,8,2,1,4.46,1,1086.3,1086.3
280,7,Agashya,2010,25,M,2,45.3,25.7,12.9,16.1,3.46,8,2,1,4.46,1,1086.3,1086.3
281,7,Agashya,2010,5,F,2,44.2,33.6,13.9,8.3,3.42,8,2,1,4.46,1,1086.3,1086.3
282,7,Agashya,2010,2,M,5,49.0,34.6,16.0,0.4,2.69,8,2,1,4.46,1,1086.3,1086.3
283,7,Agashya,2010,0,M,6,53.8,24.8,14.3,7.1,2.9,8,2,1,4.46,1,1086.3,1086.3
284,7,Agashya,2010,10,F,1,49.5,36.4,10.7,3.4,2.45,8,2,1,4.46,1,1086.3,1086.3
285,7,Agashya,2010,18,F,1,59.9,27.4,13.9,0.0,3.85,8,2,1,4.46,1,1086.3,1086.3
278,7,Agashya,2011,21,F,1,40.6,35.0,7.5,16.9,2.89,8,2,1,4.46,1,1109.2,1086.3
279,7,Agashya,2011,11,F,2,52.2,28.5,22.3,0.0,3.25,8,2,1,4.46,1,1109.2,1086.3
280,7,Agashya,2011,26,M,1,54.8,37.2,15.3,0.0,3.81,8,2,1,4.46,1,1109.2,1086.3
281,7,Agashya,2011,6,F,1,33.2,27.8,15.1,23.9,2.28,8,2,1,4.46,1,1109.2,1086.3
282,7,Agashya,2011,3,M,6,57.2,32.6,11.2,0.0,2.74,8,2,1,4.46,1,1109.2,1086.3
283,7,Agashya,2011,1,M,4,38.4,25.5,17.0,19.1,4.34,8,2,1,4.46,1,1109.2,1086.3
284,7,Agashya,2011,11,F,2,54.6,20.8,22.2,2.4,3.93,8,2,1,4.46,1,1109.2,1086.3
285,7,Agashya,2011,19,F,1,41.6,34.3,14.3,9.8,2.56,8,2,1,4.46,1,1109.2,1086.3
278,7,Agashya,2012,22,F,1,47.2,37.6,15.1,0.1,2.95,6,2,1,4.46,1,1055.0,1109.2
279,7,Agashya,2012,12,F,2,29.3,26.5,11.1,33.1,3.38,6,2,1,4.46,1,1055.0,1109.2
280,7,Agashya,2012,27,M,2,45.2,35.7,12.5,6.6,2.97,6,2,1,4.46,1,1055.0,1109.2
281,7,Agashya,2012,7,F,1,37.8,27.0,8.6,26.6,3.04,6,2,1,4.46,1,1055.0,1109.2
282,7,Agashya,2012,4,M,7,37.1,32.0,14.8,16.1,3.41,6,2,1,4.46,1,1055.0,1109.2
283,7,Agashya,2012,2,M,4,43.5,29.1,14.1,13.3,2.91,6,2,1,4.46,0,1055.0,1109.2
284,7,Agashya,2012,12,F,1,48.0,33.9,8.0,10.1,3.34,6,2,1,4.46,1,1055.0,1109.2
285,7,Agashya,2012,20,F,1,46.8,29.0,15.8,8.4,3.62,6,2,1,4.46,1,1055.0,1109.2
286,7,Agashya,2012,0,M,5,53.0,33.0,16.4,0.0,4.24,6,2,1,4.46,1,1055.0,1109.2
287,7,Agashya,2012,0,M,5,45.1,24.1,12.7,18.1,3.24,6,2,1,4.46,0,1055.0,1109.2
278,7,Agashya,2013,23,F,2,47.3,25.7,12.7,14.3,3.71,7,2,1,4.46,1,1006.9,1055.0
279,7,Agashya,2013,13,F,1,54.4,32.8,11.1,1.7,2.9,7,2,1,4.46,1,1006.9,1055.0
280,7,Agashya,2013,28,M,1,65.3,20.9,14.1,0.0,2.83,7,2,1,4.46,1,1006.9,1055.0
281,7,Agashya,2013,8,F,2,55.2,36.0,16.1,0.0,3.01,7,2,1,4.46,1,1006.9,1055.0
282,7,Agashya,2013,5,M,3,52.6,29.3,14.3,3.8,3.69,7,2,1,4.46,1,1006.9,1055.0
284,7,Agashya,2013,13,F,1,52.3,26.5,11.5,9.7,3.07,7,2,1,4.46,1,1006.9,1055.0
285,7,Agashya,2013,21,F,3,40.0,28.3,19.1,12.6,3.54,7,2,1,4.46,1,1006.9,1055.0
286,7,Agashya,2013,1,M,3,39.3,33.6,12.0,15.1,2.92,7,2,1,4.46,1,1006.9,1055.0
278,7,Agashya,2014,24,F,1,29.3,26.0,14.8,29.9,3.53,5,2,1,4.46,1,1031.1,1006.9
279,7,Agashya,2014,14,F,2,59.2,32.1,16.3,0.0,3.51,5,2,1,4.46,1,1031.1,1006.9
280,7,Agashya,2014,29,M,2,50.6,24.5,15.6,9.3,2.63,5,2,1,4.46,1,1031.1,1006.9
281,7,Agashya,2014,9,F,2,38.2,24.1,11.0,26.7,3.19,5,2,1,4.46,1,1031.1,1006.9
282,7,Agashya,2014,6,M,6,45.1,27.0,14.7,13.2,2.58,5,2,1,4.46,1,1031.1,1006.9
284,7,Agashya,2014,14,F,2,40.9,30.4,9.4,19.3,4.0,5,2,1,4.46,1,1031.1,1006.9
285,7,Agashya,2014,22,F,2,47.1,37.9,17.3,0.0,3.05,5,2,1,4.46,1,1031.1,1006.9
286,7,Agashya,2014,2,M,6,49.1,34.5,19.3,0.0,2.78,5,2,1,4.46,1,1031.1,1006.9
288,7,Agashya,2014,0,F,1,44.3,35.0,11.9,8.8,3.14,5,2,1,4.46,0,1031.1,1006.9
